song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
532,0.3375,0.5375,0.22395591084000002,0.19405218370299998,0.3684090909090901,0.3611363636363901,0.18116585244279698,0.17072744832872797,0.38712500000000005,0.36415909090910015,0.17511442937461694,0.175707135911919
312,0.7875,0.8375,0.125623445264,0.0976281209488,0.7450295454545496,0.8316704545454597,0.15127515606198405,0.11035450675308896,0.6402727272727198,0.68993181818183,0.159656967477777,0.14196931206617106
925,0.6125,0.5875,0.103832798286,0.168170300588,0.6469829545454598,0.6994090909090995,0.164675314606672,0.14111507481385402,0.5992840909090899,0.6465681818181801,0.16698527069713198,0.14196656294795498
332,0.725,0.7625,0.19202864369699998,0.130503831361,0.74907954545454,0.8292500000000004,0.15278342295757297,0.11490076485819203,0.7260113636363599,0.80861363636364,0.14629844903884595,0.10987159666252495
643,0.5875,0.55,0.168170300588,0.12747548784,0.5489659090909099,0.5521818181818103,0.16089571746021303,0.16546152596613198,0.61957954545454,0.6457045454545502,0.15648388908448005,0.14089600727758994
159,0.675,0.875,0.244948974278,0.055901699437499994,0.6635227272727298,0.7004318181818198,0.15025962619828492,0.13815903407844898,0.6688333333333434,0.7415340909090996,0.15280843430185465,0.13044785271493198
479,0.3875,0.225,0.152581945197,0.165831239518,0.6347045454545498,0.6053295454545502,0.14054756395764498,0.14384827874338696,0.5526931818181802,0.5177954545454503,0.15209870069376202,0.154172697937941
922,0.7375,0.7625,0.141972708645,0.117924764151,0.46534659090909,0.49879545454545954,0.17591333529915304,0.16613738203606196,0.4476704545454603,0.44864772727273994,0.17380553403538992,0.16807819669638296
44,0.675,0.6875,0.275,0.139754248594,0.44138636363636,0.40718181818181975,0.18206512177563283,0.17262164370777902,0.4779318181818201,0.43307954545454,0.16766796333167494,0.15655040523046196
135,0.4,0.7375,0.266926956301,0.2125,0.6867727272727197,0.7478522727272798,0.15384125966212503,0.12131721752713798,0.7161363636363599,0.7732499999999998,0.15394880631479702,0.12900190476744897
284,0.4875,0.4625,0.141972708645,0.168170300588,0.3965378787878835,0.4554128787878831,0.18563397751889663,0.18504826280861333,0.38215909090910005,0.42207954545453996,0.17513933545571198,0.17411618469686005
746,0.7875,0.6625,0.0800390529679,0.185825859341,0.6823363636363601,0.77036363636364,0.16357182459492897,0.132471895169581,0.7054318181818202,0.7920681818181902,0.15977181240540206,0.11690994395765797
558,0.5125,0.55,0.0673145600892,0.139194109071,0.6398068181818202,0.6652613636363702,0.15921125230147096,0.1431315284339899,0.65938636363637,0.6827840909091001,0.15327628577664598,0.137400848215385
